DEPOSIT_NAME,CRITICAL_MINERAL,DEPOSIT_TYPE,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Gabanintha,Vanadium,Vanadiferous Titanomagnetite,-27.00173611,118.6045194,Australia,
Julia Creek,Vanadium,Shale-Hosted V,-20.64527778,141.7333333,Australia,
Mount Peake,Vanadium,Vanadiferous Titanomagnetite,-21.65888889,133.6625,Australia,
"Nalaqing, Gongshan, Damakan, Lanjian",Vanadium,Vanadiferous Titanomagnetite,26.65,102,China,
Luanping,Vanadium,Vanadiferous Titanomagnetite,41.498192,117.499199,China,
"Shan Yang, Zhong Cun",Vanadium,Vanadiferous Titanomagnetite,33.87138889,109.9402778,China,
"Maocaoping, Baiguoyuan",Vanadium,Shale-Hosted V,31.269444,111.0844444,China,
Singhbhum-Mayurbhanj,Vanadium,Vanadiferous Titanomagnetite,21.99946,86.000198,India,
Ganjang,Vanadium,Vanadiferous Titanomagnetite,26.15972222,93.33333333,India,
Shaltora,Vanadium,Vanadiferous Titanomagnetite,23.415991,86.916832,India,
Gusevogorsk,Vanadium,Vanadiferous Titanomagnetite,58.70060278,59.48671389,Russia,
Guseva Gora,Vanadium,Vanadiferous Titanomagnetite,58.70060278,59.48671389,Russia,
Yubryahkinskoe,Vanadium,Vanadiferous Titanomagnetite,59.93277778,59.1675,Russia,
Pervouralsk,Vanadium,Vanadiferous Titanomagnetite,56.89861111,59.53277778,Russia,
Lysanovskoe,Vanadium,Vanadiferous Titanomagnetite,53.997742,93.999962,Russia,
Kharlovskoe,Vanadium,Vanadiferous Titanomagnetite,51.997799,81.000488,Russia,
Kusinskoe,Vanadium,Vanadiferous Titanomagnetite,55.75111111,57.35166667,Russia,
Visean,Vanadium,Vanadiferous Titanomagnetite,52.997952,59.001339,Russia,
Svorantskoe,Vanadium,Vanadiferous Titanomagnetite,38.998531,46.001362,Azerbaijan,
Tsagin,Vanadium,Vanadiferous Titanomagnetite,67.99839,36.00322,Russia,
Afrikanda,Vanadium; Titanium,Vanadiferous Titanomagnetite; Magmatic deposits in igneous and related rocks,67.4167,32.6833,Russia,
Koykara Koyarsk,Vanadium,Vanadiferous Titanomagnetite,60.99839,30.00264,Russia,
Yelet' ozero,Vanadium,Vanadiferous Titanomagnetite,67.06666667,34.20555556,Russia,
Pudozhgaraskoe,Vanadium,Vanadiferous Titanomagnetite,61.36666667,36.48333333,Russia,
Rivash,Vanadium,Vanadiferous Titanomagnetite,35.64055556,58.32777778,Iran,
Taberg,Vanadium,Vanadiferous Titanomagnetite,57.748669,14.16931,Sweden,
Ruoutevare,Vanadium,Vanadiferous Titanomagnetite,67.082077,17.503571,Sweden,
Viken,Vanadium,Shale-Hosted V,63.11666667,14.3622222,Sweden,
Häggån,Vanadium,Shale-Hosted V,63.5,12.73,Sweden,
Mustavaara,Vanadium,Vanadiferous Titanomagnetite,65.781792,27.986469,Finland,
Rodsand,Vanadium,Vanadiferous Titanomagnetite,62.848869,8.1198,Norway,
Stjernoy-Seiland,Vanadium,Vanadiferous Titanomagnetite,70.498718,23.004049,Norway,
Vantra,Vanadium,Vanadiferous Titanomagnetite,-25.63039444,27.781075,South Africa,
Mapochs mine,Vanadium,Vanadiferous Titanomagnetite,-25.2166,29.91667,South Africa,
Krokodilkraal mine,Vanadium,Vanadiferous Titanomagnetite,-25.604931,28.18474,South Africa,
Rhovan mine,Vanadium,Vanadiferous Titanomagnetite,-25.56777778,27.57472222,South Africa,
Green Giant,Vanadium,Shale-Hosted V,-24.69258611,44.74530278,Madagascar,
"Berg Aukas, Abenad, Tsumeb",Vanadium,Vanadate,-19.51361111,18.25111111,Namibia,
Broken Hill,Vanadium,Vanadate,-14.41583333,28.55055556,Zambia,
Bulawayo,Vanadium,Vanadate,-20.16916667,28.58166667,Zimbabwe,
Kafferskrall,Vanadium,Vanadate,-31.14666667,25.84972222,South Africa,
Lueca,Vanadium,Vanadate,-7.923333333,13.65333333,Angola,
Sept Îles,Vanadium,Vanadiferous Titanomagnetite,50.34111111,-66.50583333,Canada,
Lac Doré,Vanadium,Vanadiferous Titanomagnetite,49.76039167,-77.62431111,Canada,
Lac St. Jean,Vanadium,Vanadiferous Titanomagnetite,49.333302,-71.499413,Canada,
La Blache,Vanadium,Vanadiferous Titanomagnetite,50.05833333,-69.63388889,Canada,
Lake Michikamau,Vanadium,Vanadiferous Titanomagnetite,54.11972222,-63.98138889,Canada,
Ring of Fire,Vanadium,Vanadiferous Titanomagnetite,52.8,-86.5,Canada,
Banks Island,Vanadium,Vanadiferous Titanomagnetite,53.46611111,-130.1305556,Canada,
Porcher Island,Vanadium,Vanadiferous Titanomagnetite,53.99975,-130.25167,Canada,
Union Bay,Vanadium,Vanadiferous Titanomagnetite,55.766411,-132.101807,United States of America,Alaska
Klukwan Fan,Vanadium,Vanadiferous Titanomagnetite,59.42091,-135.88111,United States of America,Alaska
"Tahawus, MacIntyre",Vanadium,Vanadiferous Titanomagnetite,44,-74.08333333,United States of America,New York
Ossining,Vanadium,Vanadiferous Titanomagnetite,41.16666,-73.832893,United States of America,New York
Diana,Vanadium,Vanadiferous Titanomagnetite,44.149979,-75.249588,United States of America,New York
TiTac,Vanadium,Vanadiferous Titanomagnetite,47.57555556,-92.06944444,United States of America,Minnesota
Mecca Quarry shale,Vanadium,Shale-Hosted V,40.02,-87.53,United States of America,Indiana
Iron Mountain,Vanadium,Vanadiferous Titanomagnetite,41.37638889,-104.8347222,United States of America,Wyoming
Phosphoria Formation,Vanadium,Shale-Hosted V,42.7,-111.83,United States of America,Idaho
Gibellini,Vanadium,Shale-Hosted V,39.20833,-116.09,United States of America,Nevada
Carlin Vanadium,Vanadium,Shale-Hosted V,40.61393819,-116.1202577,United States of America,Nevada
"King Tut, Carrizo, Lukachukai",Vanadium,Sandstone-Hosted V,36.74166667,-109.0075,United States of America,New Mexico
"Mike, Pandora Mine",Vanadium,Sandstone-Hosted V,38.3125,-109.2483333,United States of America,Utah
"Slick Rock, Uravan",Vanadium,Sandstone-Hosted V,38.36861111,-108.7363889,United States of America,Colorado
McClure Mountain,Vanadium,Vanadiferous Titanomagnetite,38.34027778,-105.4227778,United States of America,Colorado
Buckmaster Draw,Vanadium,Sandstone-Hosted V,38.68083333,-110.0344444,United States of America,Utah
"Tony M, Frank M",Vanadium,Sandstone-Hosted V,38.10944444,-110.8138889,United States of America,Utah
Maracas,Vanadium,Vanadiferous Titanomagnetite,-13.40826944,-40.42744444,Brazil,
Tapajos,Vanadium,Vanadiferous Titanomagnetite,-3.608513889,-54.48749444,Brazil,
Stony Creek,Zirconium and Hafnium,Coastal placer or paleoplacer,36.944184,-77.399533,United States of America,"Stony Creek, Virginia"
Seven Devils,Zirconium and Hafnium,Coastal placer or paleoplacer,43.255301,-124.36321,United States of America,"Coos Bay, Oregon"
Coos Bay,Zirconium and Hafnium,Coastal placer or paleoplacer,43.358687,-124.203268,United States of America,"Coos Bay, Oregon"
Tutunup South,Zirconium and Hafnium,Coastal placer or paleoplacer,-33.642134,115.615631,Australia,Perth Basin
Douglas,Zirconium and Hafnium,Coastal placer or paleoplacer,-37.133702,141.778617,Australia,Murray Basin
Coburn,Zirconium and Hafnium,Coastal placer or paleoplacer,-26.544734,114.046875,Australia,Perth Basin
Keysbrook,Zirconium and Hafnium,Coastal placer or paleoplacer,-32.468979,115.979807,Australia,Perth Basin
Kilimiraka,Zirconium and Hafnium,Coastal placer or paleoplacer,-11.817225,130.150478,Australia,Tiwi Island
Lethbridge Bay,Zirconium and Hafnium,Coastal placer or paleoplacer,-11.365332,131.013095,Australia,Tiwi Island
Kwale,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer; Sedimentary related,-4.419127,39.422672,Kenya,
Namakwa,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer; Sedimentary related,-31.282015,17.901779,South Africa,
Srikurmam,Zirconium and Hafnium,Coastal placer or paleoplacer,18.281875,84.076374,India,Andhra Pradesh
Pulmoddai,Zirconium and Hafnium; Titanium,Coastal placer or paleoplacer,8.94075,80.985275,Sri Lanka,
Guaju,Zirconium and Hafnium,Coastal placer or paleoplacer,-6.514908,-34.974306,Brazil,Paraiba
Buena,Zirconium and Hafnium,Coastal placer or paleoplacer,-21.411053,-41.005243,Brazil,Rio de Janeiro
Athabasca oil sands,Zirconium and Hafnium,Oil sands,57.032587,-111.616112,Canada,Alberta
Bismarck Creek,Tin,Sn-polymetallic vein or polymetallic vein,62.42259659,-157.027033,United States of America,Alaska
Cosna Dome,Tin,Plutonic related mesothermal sn veins,64.50847135,-151.9994427,United States of America,Alaska
Won - North; Stockwork Zone; Standoff Ridge,Tin,Sn polymetallic,63.50339311,-155.6983908,United States of America,Alaska
Won - South; Prospect Pit; Dog Day; Gash; Tin Ridge,Tin,Sn polymetallic,63.48139254,-155.7193904,United States of America,Alaska
Win,Tin,Sn polymetallic,63.20038369,-155.8833839,United States of America,Alaska
Groundhog Basin,Tin,Banded Ag-Cu-Sn-Pb-Zn tabular replacement bodies,56.51367052,-132.0649008,United States of America,Alaska
Potato Mountain,Tin,Hydrothermal,65.66322733,-167.5567846,United States of America,Alaska
Kankberg,Tellurium,Volcanogenic Massive Sulfide,64.87336155,20.38280581,Sweden,Vasterbotten County
Almalyk,Tellurium,Te in Porphyry Cu,40.83151,69.66745,Uzbekistan,
Ashanti,Tellurium,Te in Orogenic Au,7.96085,-1.20585,Ghana,
Bodie Hills,Tellurium,Te in Epithermal Au-Ag,38.21,-119,United States of America,California
Carlin,Tellurium,Te in Carlin-type Au,40.909334,-116.318286,United States of America,Nevada
Commoner,Tellurium,Te in Orogenic Au,-18.422,29.44306,Zimbabwe,
Cripple Creek,Tellurium,Te in Epithermal Au-Ag,38.73333,-105.15,United States of America,Colorado
Cyprus,Tellurium,Volcanogenic Massive Sulfide,35.139138,32.844026,Cyprus,
Deep Star,Tellurium,Te in Carlin-type Au,40.960899,-116.362654,United States of America,Nevada
Ducktown,Tellurium,Te in Oil Sands,35.036,-83.036,United States of America,North Carolina
El Indio,Tellurium,Te in Epithermal Au-Ag,-29.68,-69.97,Chile,
Elatsite,Tellurium,Te in Porphyry Cu,42.74867,24.50182,Bulgaria,
Emperor,Tellurium,Te in Epithermal Au-Ag,-17.49722,177.85072,Fiji,
Fortitutde,Tellurium,Skarn,40.5483,-117.13244,United States of America,Nevada
Getchell,Tellurium,Te in Carlin-type Au,41.221844,-117.252881,United States of America,Nevada
Golden Mile,Tellurium,Te in Orogenic Au,-30.7461,121.53253,Australia,
Golden Sunlight,Tellurium,Te in Epithermal Au-Ag,45.8988,-112.01417,United States of America,Montana
Kochbulak,Tellurium,Te in Epithermal Au-Ag,41.13149,70.50073,Uzbekistan,
Kumtor,Tellurium,Te in Orogenic Au,41.89812,77.58381,Kyrgyzstan,
La Plata,Tellurium,Te in Porphyry Cu,37.3994,-108.0636,United States of America,Colorado
Lone Pine,Tellurium,Te in Epithermal Au-Ag,33.2373,-108.71983,United States of America,New Mexico
Meikle,Tellurium,Te in Carlin-type Au,41.003629,-116.381326,United States of America,Nevada
Mount Milligan,Tellurium,Te in Porphyry Cu,55.12454,-124.02931,Canada,
Pebble,Tellurium; Rhenium,Porphyry Cu-(Mo-Au),59.89881321,-155.2853776,United States of America,Alaska
Porgera,Tellurium,Te in Epithermal Au-Ag,-5.46462,143.08219,Papua New Guinea,
Pueblo Viejo,Tellurium,Te in Epithermal Au-Ag,18.94,-70.18,Dominican Republic,
Rodalquilar,Tellurium,Te in Epithermal Au-Ag,38.86,-2.06,Spain,
Sapo Alegre,Tellurium,Te in Porphyry Cu,18.19788,-66.67864,Puerto Rico,
Sukhoi Log,Tellurium,Te in Orogenic Au,57.50778,114.09903,Russia,
Ural Mountains,Tellurium,Volcanogenic Massive Sulfide,61.94384,96.57749,Russia,
Zarshuran,Tellurium,Te in Carlin-type Au,36.66532,47.45128,Iran,
Zortman-Landusky,Tellurium,Te in Epithermal Au-Ag,47.93743,-108.56328,United States of America,Montana
Dashuigou,Tellurium,Te in Epithermal Au-Ag,29.17138889,102.185,China,
Kalamazoo,Tellurium,Te in Porphyry Cu,32.69972222,-110.6777778,United States of America,Arizona
Ortiz Mountains,Tellurium,Te in Epithermal Au-Ag,35.33617,-106.15085,United States of America,New Mexico
Willow Creek district,Tellurium,Te in Orogenic Au,62.37507,-158.06919,United States of America,Alaska
Baguio Lepanto,Tellurium,Te in Epithermal Au-Ag,16.86,120.78,Philippines,
Bereznyakovskoe,Tellurium,Te in Epithermal Au-Ag,54.819399,61.148631,Russia,
Ely,Tellurium,Te in Porphyry Cu,39.257123,-114.974229,United States of America,Nevada
Grass Valley,Tellurium,Te in Orogenic Au,39.206199,-121.045773,United States of America,California
Joplin,Tellurium,Mississippi Valley-type,37.083183,-94.513189,United States of America,Missouri
Hedley,Tellurium,Skarn,49.370855,-120.047569,Canada,
La Bambolla,Tellurium,Te in Orogenic Au,29.6912,-109.7131,Mexico,
Leadville,Tellurium,Te in Oil Sands,39.248653,-106.27451,United States of America,Colorado
Lihir,Tellurium,Te in Epithermal Au-Ag,-3.128812,152.635105,Papua New Guinea,
Majiagou,Tellurium,Te in Epithermal Au-Ag,29.233167,102.356502,China,
Metaliferi Mountains,Tellurium,Te in Epithermal Au-Ag,46.298084,23.120613,Romania,
Mother Lode,Tellurium,Te in Orogenic Au,37.46456,-119.948248,United States of America,California
Mt. Kare,Tellurium,Te in Epithermal Au-Ag,-5.509098,142.935565,Papua New Guinea,
Kensington,Tellurium,Te in Orogenic Au,58.867323,-135.103979,United States of America,Alaska
Patagonia Mountains,Tellurium,Te in Epithermal Au-Ag,31.47977768,-110.7373732,United States of America,Arizona
Red Lake,Tellurium,Te in Orogenic Au,51.061527,-93.743921,Canada,
Sandaowanzi,Tellurium,Te in Epithermal Au-Ag,50.366142,127.003915,China,
Sentyabr-sky,Tellurium,Te in Epithermal Au-Ag,67.68333333,168.8666667,Russia,
Skouriés,Tellurium,Te in Porphyry Cu,40.47222222,23.70361111,Greece,
Stormont,Tellurium,Skarn,-41.49274211,146.0301295,Australia,
Deer Horn,Tellurium,Te in Epithermal Au-Ag,53.3620072,-127.2891148,Canada,
Geodo,Tellurium,Skarn,37.12978458,128.9065447,South Korea,
La Ortosa,Tellurium,Skarn,43.37914887,-6.26972783,Spain,
Antimony Line (Consolidated Murchison),Antimony,Simple Quartz-Stibnite,-23.89669,30.53139,South Africa,
Bau,Antimony,Deposit type unclassified,2.5943,113.30325,Malaysia,
Chatkal Range,Antimony,Deposit type unclassified,41.37318,70.93572,Kyrgyzstan,
Eagle Creek,Antimony,Deposit type unclassified,58.30614,-134.46645,United States of America,Alaska
"Jijikrut, Chulboi",Antimony,Deposit type unclassified,-21.33089,-66.01611,Bolivia,
"Kharma, Chilcobija",Antimony,Au-Sb,-19.76232,-65.8425,Bolivia,
Krupanj-Zajaca,Antimony,Deposit type unclassified,44.44871,19.25193,Serbia,
McLaughlin,Antimony,Deposit type unclassified,38.83705,-122.3613,United States of America,California
Tupiza area,Antimony,Deposit type unclassified,-22.75586,-66.08277,Argentina,
Yellow Pine,Antimony,Deposit type unclassified,44.92682,-115.33263,United States of America,Idaho
Bawdin,Antimony,Deposit type unclassified,23.06605,97.43318,Myanmar,
Costerfield,Antimony,Simple Sb,-36.884632,144.791137,Australia,
Stadtschlaining,Antimony,Deposit type unclassified,47.345078,16.278495,Austria,
Turhal,Antimony,Deposit type unclassified,39.99861,36.00158,Turkey,
Workman’s Bench,Antimony,Deposit type unclassified,67.4689,-150.2241,United States of America,Alaska
Xikuangshan,Antimony,Simple Quartz-Stibnite,27.78333333,111.4833333,China,
Alto do Sobrido,Antimony,Au-Sb,41.07414597,-8.43371257,Portugal,
Bolivian antimony belt,Antimony,Au-Sb,-18.68073662,-66.55354165,Bolivia,
Yinshan belt,Antimony,Deposit type unclassified,41.45271496,110.205758,China,
